membership:3_PacBio_aggregated_set_id	3_PacBio_aggregated
GSS9181	GSS191814-01-010-LG-2...PacBio
GSS9288	GSS192884-01-010-LG-2...PacBio
GSS9288	GSS192887-01-010-LG-2...PacBio
GSS9318	GSS193184-01-010-LG-2...PacBio
GSS9318	GSS193187-01-010-LG-2...PacBio
GSS9357	GSS193574-01-010-LG-2...PacBio
GSS9357	GSS193577-01-010-LG-2...PacBio
GSS9396	GSS193964-01-010-LG-2...PacBio
GSS9396	GSS193967-01-010-LG-2...PacBio
GSS9535	GSS195354-01-010-LG-2...PacBio
GSS9583	GSS195834-01-010-LG-2...PacBio
GSS9583	GSS195837-01-011-LG-2...PacBio
GSS9640	GSS196404-01-010-LG-2...PacBio
GSS9640	GSS196407-01-010-LG-2...PacBio
GSS9644	GSS196444-01-010-LG-2...PacBio
GSS9822	GSS198224-01-010-LG-2...PacBio
GSS9841	GSS198414-01-010-LG-2...PacBio
GSS9841	GSS198417-01-010-LG-2...PacBio
GSS9849	GSS198494-01-011-LG-2...PacBio
GSS9849	GSS198497-01-010-LG-2...PacBio
GSS9873	GSS198734-01-010-LG-2...PacBio
GSS9873	GSS198737-01-010-LG-2...PacBio
GSS9885	GSS198854-01-010-LG-2...PacBio
GSS9885	GSS198857-01-010-LG-2...PacBio
GSS9991	GSS199914-01-010-LG-2...PacBio
GSS9991	GSS199917-01-010-LG-2...PacBio
GSS1122	GSS211229-01-011-LG-2...PacBio
GSS1172	GSS211729-01-011-LG-2...PacBio
GSS1238	GSS212389-01-011-LG-2...PacBio
GSS1416	GSS214169-01-011-LG-2...PacBio
GSS1501	GSS215019-01-011-LG-2...PacBio
GSS1565	GSS215659-01-011-LG-2...PacBio
GSS1578	GSS215789-01-011-LG-2...PacBio
GSS1621	GSS216219-01-011-LG-2...PacBio
GSS1649	GSS216499-01-011-LG-2...PacBio
GSS1672	GSS216729-01-011-LG-2...PacBio
GSS1749	GSS217499-01-011-LG-2...PacBio
GSS1919	GSS219199-01-011-LG-2...PacBio
GSS2031	GSS220319-01-011-LG-2...PacBio
GSS2138	GSS221389-01-011-LG-2...PacBio
GSS2161	GSS221619-01-011-LG-2...PacBio
GSS2199	GSS221999-01-011-LG-2...PacBio
GSS2255	GSS222559-01-011-LG-2...PacBio
GSS2416	GSS224169-01-011-LG-2...PacBio
GSS2500	GSS225009-01-011-LG-2...PacBio
GSS2537	GSS225379-01-011-LG-2...PacBio
GSS2579	GSS225799-01-011-LG-2...PacBio
GSS2640	GSS226409-01-011-LG-2...PacBio
GSS2674	GSS226749-01-011-LG-2...PacBio
GSS2684	GSS226849-01-011-LG-2...PacBio
GSS2781	GSS227819-01-011-LG-2...PacBio
GSS2866	GSS228669-01-011-LG-2...PacBio
GSS2870	GSS228709-01-011-LG-2...PacBio
GSS2893	GSS228939-01-011-LG-2...PacBio
GSS2931	GSS229319-01-011-LG-2...PacBio
GSS3048	GSS230489-01-011-LG-2...PacBio
GSS3136	GSS231369-01-011-LG-2...PacBio
GSS3179	GSS231799-01-011-LG-2...PacBio
GSS3201	GSS232019-01-011-LG-2...PacBio
GSS3557	GSS235579-01-011-LG-2...PacBio
GSS3612	GSS236129-01-011-LG-2...PacBio
GSS3615	GSS236159-01-011-LG-2...PacBio
GSS3682	GSS236829-01-011-LG-2...PacBio
GSS3762	GSS237629-01-011-LG-2...PacBio
GSS3780	GSS237809-01-011-LG-2...PacBio
GSS4290	GSS242909-01-011-LG-2...PacBio
GSS4475	GSS244759-01-011-LG-2...PacBio
GSS4584	GSS245849-01-011-LG-2...PacBio
GSS4607	GSS246079-01-011-LG-2...PacBio
GSS4632	GSS246329-01-011-LG-2...PacBio
GSS4826	GSS248269-01-011-LG-2...PacBio
GSS4955	GSS249559-01-011-LG-2...PacBio
GSS5015	GSS250159-01-011-LG-2...PacBio
GSS5088	GSS250889-01-011-LG-2...PacBio
GSS5151	GSS251519-01-011-LG-2...PacBio
GSS5181	GSS251819-01-011-LG-2...PacBio
GSS5182	GSS251829-01-011-LG-2...PacBio
GSS5245	GSS252459-01-011-LG-2...PacBio
GSS5363	GSS253639-01-011-LG-2...PacBio
GSS5541	GSS255419-01-011-LG-2...PacBio
GSS5653	GSS256539-01-011-LG-2...PacBio
GSS5655	GSS256559-01-011-LG-2...PacBio
GSS5771	GSS257719-01-011-LG-2...PacBio
GSS5850	GSS258509-01-011-LG-2...PacBio
GSS5864	GSS258649-01-011-LG-2...PacBio
GSS5894	GSS258949-01-011-LG-2...PacBio
GSS5908	GSS259089-01-011-LG-2...PacBio
GSS6019	GSS260199-01-011-LG-2...PacBio
GSS6054	GSS260549-01-011-LG-2...PacBio
GSS6084	GSS260849-01-011-LG-2...PacBio
GSS6099	GSS260999-01-011-LG-2...PacBio
GSS6111	GSS261119-01-011-LG-2...PacBio
GSS6197	GSS261979-01-011-LG-2...PacBio
GSS6361	GSS263619-01-011-LG-2...PacBio
GSS6471	GSS264719-01-011-LG-2...PacBio
GSS6552	GSS265529-01-011-LG-2...PacBio
GSS6575	GSS265759-01-011-LG-2...PacBio
GSS6643	GSS266439-01-011-LG-2...PacBio
GSS6701	GSS267019-01-011-LG-2...PacBio
GSS6788	GSS267889-01-011-LG-2...PacBio
GSS6905	GSS269059-01-011-LG-2...PacBio
GSS7014	GSS270149-01-011-LG-2...PacBio
GSS7470	GSS274709-01-011-LG-2...PacBio
GSS7509	GSS275099-01-011-LG-2...PacBio
GSS7529	GSS275299-01-011-LG-2...PacBio
GSS7571	GSS275719-01-011-LG-2...PacBio
GSS7591	GSS275919-01-011-LG-2...PacBio
GSS7623	GSS276239-01-011-LG-2...PacBio
GSS7661	GSS276619-01-011-LG-2...PacBio
GSS7788	GSS277889-01-011-LG-2...PacBio
GSS7789	GSS277899-01-011-LG-2...PacBio
GSS7818	GSS278189-01-011-LG-2...PacBio
GSS7981	GSS279819-01-011-LG-2...PacBio
GSS8032	GSS280329-01-011-LG-2...PacBio
GSS8072	GSS280729-01-011-LG-2...PacBio
GSS8090	GSS280909-01-011-LG-2...PacBio
GSS8092	GSS280929-01-011-LG-2...PacBio
GSS8338	GSS283389-01-011-LG-2...PacBio
GSS8364	GSS283649-01-011-LG-2...PacBio
GSS8550	GSS285509-01-011-LG-2...PacBio
GSS8868	GSS288689-01-011-LG-2...PacBio
GSS8945	GSS289459-01-011-LG-2...PacBio
GSS9008	GSS290089-01-011-LG-2...PacBio
GSS9065	GSS290659-01-011-LG-2...PacBio
GSS9123	GSS291239-01-011-LG-2...PacBio
GSS9181	GSS291819-01-011-LG-2...PacBio
GSS9318	GSS293189-01-011-LG-2...PacBio
GSS9357	GSS293579-01-011-LG-2...PacBio
GSS9396	GSS293969-01-011-LG-2...PacBio
GSS9640	GSS296409-01-011-LG-2...PacBio
GSS9822	GSS298229-01-011-LG-2...PacBio
GSS9841	GSS298419-01-011-LG-2...PacBio
GSS9849	GSS298499-01-011-LG-2...PacBio
GSS9873	GSS298739-01-011-LG-2...PacBio
GSS9885	GSS298859-01-011-LG-2...PacBio
GSS9937	GSS299379-01-011-LG-2...PacBio
GSS9991	GSS299919-01-011-LG-2...PacBio
GSS6361	GSS663613-01-011-LG-2...PacBio
GSS6019	GSS760197-01-010-LG-2...PacBio
GSS6099	GSS760997-01-011-LG-2...PacBio
GSS6361	GSS763617-01-011-LG-2...PacBio
GSS8945	GSS789457-01-011-LG-2...PacBio
GSS9535	GSS795357-01-011-LG-2...PacBio
PMGRC-101	PMGRC-100-101-3_1...PacBio
PMGRC-106	PMGRC-103-106-1_1...PacBio
PMGRC-104	PMGRC-104-104-0_1...PacBio
PMGRC-106	PMGRC-105-106-2_1...PacBio
PMGRC-1064	PMGRC-1056-1064-1_1...PacBio
PMGRC-106	PMGRC-106-106-0_1...PacBio
PMGRC-1065	PMGRC-1065-1065-0_1...PacBio
PMGRC-1067	PMGRC-1066-1067-2_1...PacBio
PMGRC-1067	PMGRC-1067-1067-0_1...PacBio
PMGRC-1067	PMGRC-1068-1067-1_1...PacBio
PMGRC-1069	PMGRC-1069-1069-0_1...PacBio
PMGRC-107	PMGRC-107-107-0_1...PacBio
PMGRC-1069	PMGRC-1071-1069-1_1...PacBio
PMGRC-1074	PMGRC-1074-1074-0_1...PacBio
PMGRC-1065	PMGRC-1075-1065-2_1...PacBio
PMGRC-1065	PMGRC-1076-1065-3_1...PacBio
PMGRC-1078	PMGRC-1077-1078-2_1...PacBio
PMGRC-1078	PMGRC-1078-1078-0_1...PacBio
PMGRC-1065	PMGRC-1079-1065-3_1...PacBio
PMGRC-108	PMGRC-108-108-0_1...PacBio
PMGRC-1065	PMGRC-1080-1065-1_1...PacBio
PMGRC-1081	PMGRC-1081-1081-0_1...PacBio
PMGRC-1081	PMGRC-1082-1081-2_1...PacBio
PMGRC-1081	PMGRC-1083-1081-1_1...PacBio
PMGRC-1085	PMGRC-1084-1085-2_1...PacBio
PMGRC-1085	PMGRC-1085-1085-0_1...PacBio
PMGRC-1091	PMGRC-1089-1091-1_1...PacBio
PMGRC-108	PMGRC-109-108-2_1...PacBio
PMGRC-1091	PMGRC-1091-1091-0_1...PacBio
PMGRC-1092	PMGRC-1092-1092-0_1...PacBio
PMGRC-1094	PMGRC-1093-1094-2_1...PacBio
PMGRC-1094	PMGRC-1094-1094-0_1...PacBio
PMGRC-1097	PMGRC-1097-1097-0_1...PacBio
PMGRC-1097	PMGRC-1098-1097-2_1...PacBio
PMGRC-1099	PMGRC-1099-1099-0_1...PacBio
PMGRC-1094	PMGRC-1100-1094-1_1...PacBio
PMGRC-1104	PMGRC-1103-1104-2_1...PacBio
PMGRC-1104	PMGRC-1104-1104-0_1...PacBio
PMGRC-1109	PMGRC-1108-1109-2_1...PacBio
PMGRC-1109	PMGRC-1109-1109-0_1...PacBio
PMGRC-107	PMGRC-111-107-2_1...PacBio
PMGRC-1110	PMGRC-1110-1110-0_1...PacBio
PMGRC-1113	PMGRC-1112-1113-2_1...PacBio
PMGRC-1113	PMGRC-1113-1113-0_1...PacBio
PMGRC-1114	PMGRC-1114-1114-0_1...PacBio
PMGRC-1109	PMGRC-1117-1109-1_1...PacBio
PMGRC-1119	PMGRC-1118-1119-2_1...PacBio
PMGRC-1119	PMGRC-1119-1119-0_1...PacBio
PMGRC-1122	PMGRC-1122-1122-0_1...PacBio
PMGRC-1122	PMGRC-1123-1122-3_1...PacBio
PMGRC-1122	PMGRC-1124-1122-2_1...PacBio
PMGRC-1122	PMGRC-1125-1122-1_1...PacBio
PMGRC-1097	PMGRC-1127-1097-1_1...PacBio
PMGRC-1129	PMGRC-1128-1129-2_1...PacBio
PMGRC-1129	PMGRC-1129-1129-0_1...PacBio
PMGRC-1129	PMGRC-1130-1129-3_1...PacBio
PMGRC-1129	PMGRC-1131-1129-1_1...PacBio
PMGRC-1135	PMGRC-1135-1135-0_1...PacBio
PMGRC-1137	PMGRC-1136-1137-2_1...PacBio
PMGRC-1137	PMGRC-1137-1137-0_1...PacBio
PMGRC-1137	PMGRC-1138-1137-3_1...PacBio
PMGRC-1137	PMGRC-1139-1137-1_1...PacBio
PMGRC-1147	PMGRC-1144-1147-2_1...PacBio
PMGRC-1147	PMGRC-1145-1147-1_1...PacBio
PMGRC-1147	PMGRC-1146-1147-3_1...PacBio
PMGRC-1147	PMGRC-1147-1147-0_1...PacBio
PMGRC-1147	PMGRC-1148-1147-3_1...PacBio
PMGRC-1110	PMGRC-1156-1110-2_1...PacBio
PMGRC-1159	PMGRC-1157-1159-2_1...PacBio
PMGRC-1159	PMGRC-1158-1159-3_1...PacBio
PMGRC-1159	PMGRC-1159-1159-0_1...PacBio
PMGRC-1102	PMGRC-1163-1102-4_1...PacBio
PMGRC-1102	PMGRC-1164-1102-4_1...PacBio
PMGRC-1167	PMGRC-1165-1167-2_1...PacBio
PMGRC-1167	PMGRC-1166-1167-1_1...PacBio
PMGRC-1167	PMGRC-1167-1167-0_1...PacBio
PMGRC-1102	PMGRC-1168-1102-3_1...PacBio
PMGRC-1170	PMGRC-1169-1170-2_1...PacBio
PMGRC-1170	PMGRC-1170-1170-0_1...PacBio
PMGRC-1172	PMGRC-1171-1172-2_1...PacBio
PMGRC-1172	PMGRC-1172-1172-0_1...PacBio
PMGRC-1102	PMGRC-1174-1102-4_1...PacBio
PMGRC-1110	PMGRC-1176-1110-3_1...PacBio
PMGRC-1110	PMGRC-1177-1110-1_1...PacBio
PMGRC-1179	PMGRC-1178-1179-2_1...PacBio
PMGRC-1179	PMGRC-1179-1179-0_1...PacBio
PMGRC-1179	PMGRC-1180-1179-1_1...PacBio
PMGRC-1172	PMGRC-1187-1172-1_1...PacBio
PMGRC-1197	PMGRC-1197-1197-0_1...PacBio
PMGRC-1197	PMGRC-1198-1197-1_1...PacBio
PMGRC-1197	PMGRC-1199-1197-2_1...PacBio
PMGRC-1207	PMGRC-1207-1207-0_1...PacBio
PMGRC-1207	PMGRC-1208-1207-1_1...PacBio
PMGRC-122	PMGRC-121-122-2_1...PacBio
PMGRC-1212	PMGRC-1212-1212-0_1...PacBio
PMGRC-1212	PMGRC-1213-1212-2_1...PacBio
PMGRC-122	PMGRC-122-122-0_1...PacBio
PMGRC-122	PMGRC-123-122-1_1...PacBio
PMGRC-1231	PMGRC-1231-1231-0_1...PacBio
PMGRC-1102	PMGRC-1232-1102-4_1...PacBio
PMGRC-1231	PMGRC-1234-1231-2_1...PacBio
PMGRC-1231	PMGRC-1235-1231-1_1...PacBio
PMGRC-1236	PMGRC-1236-1236-0_1...PacBio
PMGRC-1236	PMGRC-1237-1236-1_1...PacBio
PMGRC-124	PMGRC-124-124-0_1...PacBio
PMGRC-1248	PMGRC-1248-1248-0_1...PacBio
PMGRC-1248	PMGRC-1249-1248-2_1...PacBio
PMGRC-1248	PMGRC-1250-1248-1_1...PacBio
PMGRC-1257	PMGRC-1256-1257-1_1...PacBio
PMGRC-1257	PMGRC-1257-1257-0_1...PacBio
PMGRC-1258	PMGRC-1258-1258-0_1...PacBio
PMGRC-1258	PMGRC-1259-1258-2_1...PacBio
PMGRC-125	PMGRC-126-125-2_1...PacBio
PMGRC-1258	PMGRC-1260-1258-1_1...PacBio
PMGRC-1261	PMGRC-1261-1261-0_1...PacBio
PMGRC-1261	PMGRC-1262-1261-1_1...PacBio
PMGRC-1261	PMGRC-1263-1261-2_1...PacBio
PMGRC-1236	PMGRC-1268-1236-2_1...PacBio
PMGRC-125	PMGRC-127-125-1_1...PacBio
PMGRC-1273	PMGRC-1272-1273-2_1...PacBio
PMGRC-1273	PMGRC-1273-1273-0_1...PacBio
PMGRC-1273	PMGRC-1274-1273-1_1...PacBio
PMGRC-1276	PMGRC-1276-1276-0_1...PacBio
PMGRC-1277	PMGRC-1277-1277-0_1...PacBio
PMGRC-1277	PMGRC-1278-1277-2_1...PacBio
PMGRC-1279	PMGRC-1279-1279-0_1...PacBio
PMGRC-116	PMGRC-128-116-1_1...PacBio
PMGRC-1279	PMGRC-1280-1279-2_1...PacBio
PMGRC-1281	PMGRC-1281-1281-0_1...PacBio
PMGRC-1281	PMGRC-1282-1281-1_1...PacBio
PMGRC-1281	PMGRC-1283-1281-2_1...PacBio
PMGRC-1284	PMGRC-1284-1284-0_1...PacBio
PMGRC-1286	PMGRC-1286-1286-0_1...PacBio
PMGRC-1286	PMGRC-1287-1286-1_1...PacBio
PMGRC-1286	PMGRC-1288-1286-2_1...PacBio
PMGRC-129	PMGRC-129-129-0_1...PacBio
PMGRC-1284	PMGRC-1293-1284-2_1...PacBio
PMGRC-1294	PMGRC-1294-1294-0_1...PacBio
PMGRC-1295	PMGRC-1295-1295-0_1...PacBio
PMGRC-1295	PMGRC-1296-1295-2_1...PacBio
PMGRC-1295	PMGRC-1297-1295-1_1...PacBio
PMGRC-1298	PMGRC-1298-1298-0_1...PacBio
PMGRC-1299	PMGRC-1299-1299-0_1...PacBio
PMGRC-13	PMGRC-13-13-0_1...PacBio
PMGRC-130	PMGRC-130-130-0_1...PacBio
PMGRC-1279	PMGRC-1300-1279-1_1...PacBio
PMGRC-1308	PMGRC-1308-1308-0_1...PacBio
PMGRC-131	PMGRC-131-131-0_1...PacBio
PMGRC-1312	PMGRC-1312-1312-0_1...PacBio
PMGRC-1313	PMGRC-1313-1313-0_1...PacBio
PMGRC-1313	PMGRC-1314-1313-3_1...PacBio
PMGRC-1313	PMGRC-1315-1313-2_1...PacBio
PMGRC-131	PMGRC-132-131-2_1...PacBio
PMGRC-1321	PMGRC-1321-1321-0_1...PacBio
PMGRC-1322	PMGRC-1322-1322-0_1...PacBio
PMGRC-1322	PMGRC-1323-1322-1_1...PacBio
PMGRC-1322	PMGRC-1324-1322-2_1...PacBio
PMGRC-1325	PMGRC-1325-1325-0_1...PacBio
PMGRC-1325	PMGRC-1326-1325-2_1...PacBio
PMGRC-1327	PMGRC-1327-1327-0_1...PacBio
PMGRC-1327	PMGRC-1328-1327-1_1...PacBio
PMGRC-131	PMGRC-133-131-1_1...PacBio
PMGRC-1330	PMGRC-1330-1330-0_1...PacBio
PMGRC-1331	PMGRC-1331-1331-0_1...PacBio
PMGRC-1331	PMGRC-1332-1331-2_1...PacBio
PMGRC-1338	PMGRC-1338-1338-0_1...PacBio
PMGRC-1338	PMGRC-1339-1338-2_1...PacBio
PMGRC-1338	PMGRC-1340-1338-1_1...PacBio
PMGRC-1325	PMGRC-1344-1325-1_1...PacBio
PMGRC-107	PMGRC-135-107-1_1...PacBio
PMGRC-1134	PMGRC-1354-1134-3_1...PacBio
PMGRC-1212	PMGRC-1355-1212-1_1...PacBio
PMGRC-137	PMGRC-137-137-0_1...PacBio
PMGRC-104	PMGRC-138-104-2_1...PacBio
PMGRC-104	PMGRC-140-104-1_1...PacBio
PMGRC-143	PMGRC-144-143-2_1...PacBio
PMGRC-148	PMGRC-148-148-0_1...PacBio
PMGRC-148	PMGRC-149-148-2_1...PacBio
PMGRC-152	PMGRC-153-152-2_1...PacBio
PMGRC-152	PMGRC-156-152-3_1...PacBio
PMGRC-146	PMGRC-157-146-1_1...PacBio
PMGRC-158	PMGRC-158-158-0_1...PacBio
PMGRC-158	PMGRC-159-158-2_1...PacBio
PMGRC-158	PMGRC-160-158-1_1...PacBio
PMGRC-161	PMGRC-161-161-0_1...PacBio
PMGRC-161	PMGRC-162-161-2_1...PacBio
PMGRC-161	PMGRC-163-161-1_1...PacBio
PMGRC-164	PMGRC-164-164-0_1...PacBio
PMGRC-164	PMGRC-166-164-1_1...PacBio
PMGRC-167	PMGRC-168-167-2_1...PacBio
PMGRC-167	PMGRC-169-167-1_1...PacBio
PMGRC-170	PMGRC-170-170-0_1...PacBio
PMGRC-170	PMGRC-171-170-1_1...PacBio
PMGRC-170	PMGRC-172-170-2_1...PacBio
PMGRC-175	PMGRC-173-175-1_1...PacBio
PMGRC-175	PMGRC-174-175-2_1...PacBio
PMGRC-175	PMGRC-175-175-0_1...PacBio
PMGRC-176	PMGRC-176-176-0_1...PacBio
PMGRC-176	PMGRC-177-176-2_1...PacBio
PMGRC-178	PMGRC-178-178-0_1...PacBio
PMGRC-178	PMGRC-179-178-2_1...PacBio
PMGRC-178	PMGRC-180-178-1_1...PacBio
PMGRC-181	PMGRC-181-181-0_1...PacBio
PMGRC-181	PMGRC-182-181-2_1...PacBio
PMGRC-186	PMGRC-186-186-0_1...PacBio
PMGRC-188	PMGRC-189-188-2_1...PacBio
PMGRC-191	PMGRC-191-191-0_1...PacBio
PMGRC-191	PMGRC-192-191-2_1...PacBio
PMGRC-191	PMGRC-193-191-1_1...PacBio
PMGRC-194	PMGRC-194-194-0_1...PacBio
PMGRC-195	PMGRC-195-195-0_1...PacBio
PMGRC-195	PMGRC-198-195-1_1...PacBio
PMGRC-2001	PMGRC-2001-2001-0_1...PacBio
PMGRC-2007	PMGRC-2007-2007-0_1...PacBio
PMGRC-2009	PMGRC-2009-2009-0_1...PacBio
PMGRC-2010	PMGRC-2010-2010-0_1...PacBio
PMGRC-2012	PMGRC-2012-2012-0_1...PacBio
PMGRC-2014	PMGRC-2014-2014-0_1...PacBio
PMGRC-2001	PMGRC-2022-2001-2_1...PacBio
PMGRC-2001	PMGRC-2023-2001-1_1...PacBio
PMGRC-2009	PMGRC-2026-2009-1_1...PacBio
PMGRC-2014	PMGRC-2027-2014-2_1...PacBio
PMGRC-2014	PMGRC-2028-2014-1_1...PacBio
PMGRC-2029	PMGRC-2029-2029-0_1...PacBio
PMGRC-2031	PMGRC-2031-2031-0_1...PacBio
PMGRC-2034	PMGRC-2034-2034-0_1...PacBio
PMGRC-204	PMGRC-204-204-0_1...PacBio
PMGRC-2040	PMGRC-2040-2040-0_1...PacBio
PMGRC-2044	PMGRC-2044-2044-0_1...PacBio
PMGRC-2007	PMGRC-2047-2007-2_1...PacBio
PMGRC-2049	PMGRC-2049-2049-0_1...PacBio
PMGRC-2031	PMGRC-2050-2031-2_1...PacBio
PMGRC-2031	PMGRC-2051-2031-1_1...PacBio
PMGRC-2029	PMGRC-2052-2029-2_1...PacBio
PMGRC-2029	PMGRC-2053-2029-3_1...PacBio
PMGRC-206	PMGRC-206-206-0_1...PacBio
PMGRC-2065	PMGRC-2065-2065-0_1...PacBio
PMGRC-2066	PMGRC-2066-2066-0_1...PacBio
PMGRC-2067	PMGRC-2067-2067-0_1...PacBio
PMGRC-2068	PMGRC-2068-2068-0_1...PacBio
PMGRC-2069	PMGRC-2069-2069-0_1...PacBio
PMGRC-206	PMGRC-207-206-2_1...PacBio
PMGRC-2070	PMGRC-2070-2070-0_1...PacBio
PMGRC-2072	PMGRC-2072-2072-0_1...PacBio
PMGRC-2073	PMGRC-2073-2073-0_1...PacBio
PMGRC-2075	PMGRC-2075-2075-0_1...PacBio
PMGRC-2076	PMGRC-2076-2076-0_1...PacBio
PMGRC-2077	PMGRC-2077-2077-0_1...PacBio
PMGRC-2078	PMGRC-2078-2078-0_1...PacBio
PMGRC-2079	PMGRC-2079-2079-0_1...PacBio
PMGRC-209	PMGRC-208-209-1_1...PacBio
PMGRC-2081	PMGRC-2081-2081-0_1...PacBio
PMGRC-2083	PMGRC-2083-2083-0_1...PacBio
PMGRC-2085	PMGRC-2085-2085-0_1...PacBio
PMGRC-2086	PMGRC-2086-2086-0_1...PacBio
PMGRC-2088	PMGRC-2088-2088-0_1...PacBio
PMGRC-209	PMGRC-209-209-0_1...PacBio
PMGRC-2090	PMGRC-2090-2090-0_1...PacBio
PMGRC-2092	PMGRC-2092-2092-0_1...PacBio
PMGRC-2095	PMGRC-2095-2095-0_1...PacBio
PMGRC-2099	PMGRC-2099-2099-0_1...PacBio
PMGRC-2100	PMGRC-2100-2100-0_1...PacBio
PMGRC-2101	PMGRC-2101-2101-0_1...PacBio
PMGRC-2102	PMGRC-2102-2102-0_1...PacBio
PMGRC-2103	PMGRC-2103-2103-0_1...PacBio
PMGRC-2105	PMGRC-2105-2105-0_1...PacBio
PMGRC-2107	PMGRC-2107-2107-0_1...PacBio
PMGRC-2114	PMGRC-2114-2114-0_1...PacBio
PMGRC-2116	PMGRC-2116-2116-0_1...PacBio
PMGRC-2118	PMGRC-2118-2118-0_1...PacBio
PMGRC-2120	PMGRC-2120-2120-0_1...PacBio
PMGRC-2121	PMGRC-2121-2121-0_1...PacBio
PMGRC-2122	PMGRC-2122-2122-0_1...PacBio
PMGRC-2127	PMGRC-2127-2127-0_1...PacBio
PMGRC-2128	PMGRC-2128-2128-0_1...PacBio
PMGRC-2133	PMGRC-2133-2133-0_1...PacBio
PMGRC-2135	PMGRC-2135-2135-0_1...PacBio
PMGRC-2136	PMGRC-2136-2136-0_1...PacBio
PMGRC-2137	PMGRC-2137-2137-0_1...PacBio
PMGRC-2139	PMGRC-2139-2139-0_1...PacBio
PMGRC-2140	PMGRC-2140-2140-0_1...PacBio
PMGRC-2143	PMGRC-2143-2143-0_1...PacBio
PMGRC-2144	PMGRC-2144-2144-0_1...PacBio
PMGRC-2149	PMGRC-2149-2149-0_1...PacBio
PMGRC-217	PMGRC-217-217-0_1...PacBio
PMGRC-81	PMGRC-218-81-2_1...PacBio
PMGRC-181	PMGRC-219-181-1_1...PacBio
PMGRC-220	PMGRC-221-220-2_1...PacBio
PMGRC-2248	PMGRC-2248-2248-0_1...PacBio
PMGRC-2005	PMGRC-2250-2005-3_1...PacBio
PMGRC-2253	PMGRC-2253-2253-0_1...PacBio
PMGRC-2254	PMGRC-2254-2254-0_1...PacBio
PMGRC-2255	PMGRC-2255-2255-0_1...PacBio
PMGRC-2256	PMGRC-2256-2256-0_1...PacBio
PMGRC-2044	PMGRC-2257-2044-1_1...PacBio
PMGRC-2044	PMGRC-2258-2044-2_1...PacBio
PMGRC-2254	PMGRC-2259-2254-1_1...PacBio
PMGRC-226	PMGRC-226-226-0_1...PacBio
PMGRC-2254	PMGRC-2260-2254-2_1...PacBio
PMGRC-2261	PMGRC-2261-2261-0_1...PacBio
PMGRC-2265	PMGRC-2265-2265-0_1...PacBio
PMGRC-226	PMGRC-227-226-2_1...PacBio
PMGRC-2275	PMGRC-2275-2275-0_1...PacBio
PMGRC-2277	PMGRC-2277-2277-0_1...PacBio
PMGRC-2280	PMGRC-2280-2280-0_1...PacBio
PMGRC-2284	PMGRC-2284-2284-0_1...PacBio
PMGRC-2286	PMGRC-2286-2286-0_1...PacBio
PMGRC-194	PMGRC-229-194-1_1...PacBio
PMGRC-2290	PMGRC-2290-2290-0_1...PacBio
PMGRC-2297	PMGRC-2297-2297-0_1...PacBio
PMGRC-79	PMGRC-230-79-1_1...PacBio
PMGRC-2265	PMGRC-2300-2265-1_1...PacBio
PMGRC-2265	PMGRC-2301-2265-2_1...PacBio
PMGRC-2304	PMGRC-2304-2304-0_1...PacBio
PMGRC-2305	PMGRC-2305-2305-0_1...PacBio
PMGRC-2280	PMGRC-2306-2280-1_1...PacBio
PMGRC-2280	PMGRC-2307-2280-2_1...PacBio
PMGRC-2275	PMGRC-2308-2275-2_1...PacBio
PMGRC-79	PMGRC-231-79-2_1...PacBio
PMGRC-2311	PMGRC-2311-2311-0_1...PacBio
PMGRC-2261	PMGRC-2312-2261-3_1...PacBio
PMGRC-2313	PMGRC-2313-2313-0_1...PacBio
PMGRC-2314	PMGRC-2314-2314-0_1...PacBio
PMGRC-2277	PMGRC-2316-2277-1_1...PacBio
PMGRC-2318	PMGRC-2318-2318-0_1...PacBio
PMGRC-2256	PMGRC-2321-2256-1_1...PacBio
PMGRC-2256	PMGRC-2322-2256-2_1...PacBio
PMGRC-2324	PMGRC-2324-2324-0_1...PacBio
PMGRC-2325	PMGRC-2325-2325-0_1...PacBio
PMGRC-2329	PMGRC-2329-2329-0_1...PacBio
PMGRC-233	PMGRC-233-233-0_1...PacBio
PMGRC-2330	PMGRC-2330-2330-0_1...PacBio
PMGRC-2331	PMGRC-2331-2331-0_1...PacBio
PMGRC-2333	PMGRC-2333-2333-0_1...PacBio
PMGRC-2334	PMGRC-2334-2334-0_1...PacBio
PMGRC-2335	PMGRC-2335-2335-0_1...PacBio
PMGRC-2337	PMGRC-2337-2337-0_1...PacBio
PMGRC-2338	PMGRC-2338-2338-0_1...PacBio
PMGRC-234	PMGRC-234-234-0_1...PacBio
PMGRC-2341	PMGRC-2341-2341-0_1...PacBio
PMGRC-2277	PMGRC-2342-2277-3_1...PacBio
PMGRC-2286	PMGRC-2345-2286-1_1...PacBio
PMGRC-2286	PMGRC-2346-2286-2_1...PacBio
PMGRC-2347	PMGRC-2347-2347-0_1...PacBio
PMGRC-2290	PMGRC-2350-2290-4_1...PacBio
PMGRC-2267	PMGRC-2353-2267-1_1...PacBio
PMGRC-2267	PMGRC-2354-2267-2_1...PacBio
PMGRC-2040	PMGRC-2357-2040-2_1...PacBio
PMGRC-2362	PMGRC-2362-2362-0_1...PacBio
