membership:3_PacBio_aggregated_set_id	3_PacBio_aggregated
BCM_Fam_BH17112	BCM_m84113_250215_164733_s1_A11...PacBio
BCM_Fam_BH17112	BCM_m84113_250215_184640_s2_A11...PacBio
BCM_Fam_BH16596	BCM_m84113_250215_204557_s3_A11...PacBio
BCM_Fam_BH16596	BCM_m84113_250215_224509_s4_A11...PacBio
BCM_Fam_BH16862	BCM_m84113_250218_184422_s1_A11...PacBio
BCM_Fam_BH16862	BCM_m84113_250218_204335_s2_A11...PacBio
BCM_Fam_BCM17318	BCM_m84113_250218_224247_s3_A11...PacBio
BCM_Fam_BCM17318	BCM_m84113_250219_004209_s4_A11...PacBio
BCM_Fam_BH16322	BCM_m84113_250224_152227_s1_A11...PacBio
BCM_Fam_BH16885	BCM_m84113_250224_172136_s2_A11...PacBio
BCM_Fam_BH16885	BCM_m84113_250224_192048_s3_A11...PacBio
BCM_Fam_BH16885	BCM_m84113_250224_212101_s4_A11...PacBio
BCM_Fam_BH16506	BCM_m84113_250226_011357_s1_A11...PacBio
BCM_Fam_BCM17735	BCM_m84113_250226_051222_s3_A11...PacBio
BCM_Fam_BCM17735	BCM_m84113_250226_071227_s4_A11...PacBio
BCM_Fam_BCM17741	BCM_m84113_250227_110531_s1_A11...PacBio
BCM_Fam_BCM17744	BCM_m84113_250227_130444_s2_A11...PacBio
BCM_Fam_BCM17744	BCM_m84113_250227_150409_s3_A11...PacBio
BCM_Fam_BCM17744	BCM_m84113_250227_170400_s4_A11...PacBio
BCM_Fam_BCM17741	BCM_m84113_250228_205702_s1_A11...PacBio
BCM_Fam_BCM17742	BCM_m84113_250301_005544_s3_A11...PacBio
BCM_Fam_BCM17742	BCM_m84113_250301_025533_s4_A11...PacBio
BCM_Fam_BCM17746	BCM_m84113_250302_064829_s1_A11...PacBio
BCM_Fam_BCM17747	BCM_m84113_250302_084758_s2_A11...PacBio
BCM_Fam_BCM17747	BCM_m84113_250302_104722_s3_A11...PacBio
BCM_Fam_BCM17747	BCM_m84113_250302_124706_s4_A11...PacBio
BCM_Fam_BCM17490	BCM_m84113_250303_235203_s3_A11...PacBio
BCM_Fam_BCM17490	BCM_m84113_250304_015127_s4_A11...PacBio
BCM_Fam_BCM17727	BCM_m84113_250305_054516_s1_A11...PacBio
BCM_Fam_BCM17727	BCM_m84113_250305_074429_s2_A11...PacBio
BCM_Fam_BCM17732	BCM_m84113_250305_094354_s3_A11...PacBio
BCM_Fam_BCM17732	BCM_m84113_250305_114306_s4_A11...PacBio
BCM_Fam_BCM17808	BCM_m84113_250306_153652_s1_A11...PacBio
BCM_Fam_BCM17808	BCM_m84113_250306_173616_s2_A11...PacBio
BCM_Fam_BCM17808	BCM_m84113_250306_193524_s3_A11...PacBio
BCM_Fam_BCM17840	BCM_m84113_250306_213448_s4_A11...PacBio
BCM_Fam_BCM17379	BCM_m84113_250308_012820_s1_A11...PacBio
BCM_Fam_BCM17379	BCM_m84113_250308_032749_s2_A11...PacBio
BCM_Fam_BCM17379	BCM_m84113_250308_052651_s3_A11...PacBio
BCM_Fam_BCM17394	BCM_m84113_250308_072624_s4_A11...PacBio
BCM_Fam_BH16101	BCM_m84113_250309_111948_s1_A11...PacBio
BCM_Fam_BH16682	BCM_m84113_250309_131915_s2_A11...PacBio
BCM_Fam_BH16682	BCM_m84113_250309_151838_s3_A11...PacBio
BCM_Fam_BH16682	BCM_m84113_250309_171754_s4_A11...PacBio
BCM_Fam_BH16744	BCM_m84113_250310_211129_s1_A11...PacBio
BCM_Fam_BH16744	BCM_m84113_250310_231104_s2_A11...PacBio
BCM_Fam_BH16744	BCM_m84113_250311_011017_s3_A11...PacBio
BCM_Fam_BCM17335	BCM_m84113_250312_130059_s4_A11...PacBio
BCM_Fam_BH15147	BCM_m84113_250315_173034_s1_A11...PacBio
BCM_Fam_BH15147	BCM_m84113_250315_192953_s2_A11...PacBio
BCM_Fam_BH14576	BCM_m84113_250315_232813_s4_A11...PacBio
BCM_Fam_BH15515	BCM_m84113_250317_032215_s1_A11...PacBio
BCM_Fam_BH15515	BCM_m84113_250317_052139_s2_A11...PacBio
BCM_Fam_BH15515	BCM_m84113_250317_072052_s3_A11...PacBio
BCM_Fam_BH15147	BCM_m84113_250317_092007_s4_A11...PacBio
BCM_Fam_BH16161	BCM_m84113_250318_131404_s1_A11...PacBio
BCM_Fam_BH16161	BCM_m84113_250318_151315_s2_A11...PacBio
BCM_Fam_BH16176	BCM_m84113_250318_171233_s3_A11...PacBio
BCM_Fam_BH16176	BCM_m84113_250318_191148_s4_A11...PacBio
BCM_Fam_BH17190	BCM_m84113_250319_230533_s1_A11...PacBio
BCM_Fam_BH17190	BCM_m84113_250320_010459_s2_A11...PacBio
BCM_Fam_BH17190	BCM_m84113_250320_030424_s3_A11...PacBio
BCM_Fam_BH17190	BCM_m84113_250320_050337_s4_A11...PacBio
BCM_Fam_BH15581	BCM_m84113_250321_141623_s1_A11...PacBio
BCM_Fam_BH15776	BCM_m84113_250321_161539_s2_A11...PacBio
BCM_Fam_BH15776	BCM_m84113_250321_181445_s3_A11...PacBio
BCM_Fam_BH15932	BCM_m84113_250321_201347_s4_A11...PacBio
BCM_Fam_BH16161	BCM_m84113_250330_115804_s4_A11...PacBio
BCM_Fam_BH16321	BCM_m84113_250331_155459_s1_A11...PacBio
BCM_Fam_BH16321	BCM_m84113_250331_175426_s2_A11...PacBio
BCM_Fam_BH16471	BCM_m84113_250406_052429_s3_A11...PacBio
BCM_Fam_BCM17823	BCM_m84113_250406_072339_s4_A11...PacBio
BCM_Fam_BCM17823	BCM_m84113_250407_194019_s2_A11...PacBio
BCM_Fam_BCM17825	BCM_m84113_250407_213930_s3_A11...PacBio
BCM_Fam_BCM17825	BCM_m84113_250407_233842_s4_A11...PacBio
BCM_Fam_BH15581	BCM_m84113_250409_033239_s1_A11...PacBio
BCM_Fam_BH15581	BCM_m84113_250409_053153_s2_A11...PacBio
BCM_Fam_BH15932	BCM_m84113_250409_073104_s3_A11...PacBio
BCM_Fam_BH16154	BCM_m84113_250409_093023_s4_A11...PacBio
BCM_Fam_BCM17825	BCM_m84113_250410_132416_s1_A11...PacBio
BCM_Fam_BCM17825	BCM_m84113_250410_152326_s2_A11...PacBio
BCM_Fam_BH14470	BCM_m84113_250410_172245_s3_A11...PacBio
BCM_Fam_BH14470	BCM_m84113_250410_192201_s4_A11...PacBio
BCM_Fam_BH15644	BCM_m84113_250411_231547_s1_A11...PacBio
BCM_Fam_BH15641	BCM_m84113_250412_011512_s2_A11...PacBio
BCM_Fam_BH15641	BCM_m84113_250412_031426_s3_A11...PacBio
BCM_Fam_BH15641	BCM_m84113_250412_051332_s4_A11...PacBio
BCM_Fam_BH14470	BCM_m84113_250413_090733_s1_A11...PacBio
BCM_Fam_BH14508	BCM_m84113_250413_110652_s2_A11...PacBio
BCM_Fam_BH14566	BCM_m84113_250414_185908_s1_A11...PacBio
BCM_Fam_BH14566	BCM_m84113_250414_205825_s2_A11...PacBio
BCM_Fam_BH16180	BCM_m84113_250416_045047_s1_A11...PacBio
BCM_Fam_BH16180	BCM_m84113_250416_065000_s2_A11...PacBio
BCM_Fam_BH17196	BCM_m84113_250416_084917_s3_A11...PacBio
BCM_Fam_BH17196	BCM_m84113_250416_104829_s4_A11...PacBio
BCM_Fam_BH17196	BCM_m84113_250417_144224_s1_A11...PacBio
BCM_Fam_BH17196	BCM_m84113_250417_164137_s2_A11...PacBio
BCM_Fam_BH16476	BCM_m84113_250417_184058_s3_A11...PacBio
BCM_Fam_BH14162	BCM_m84113_250417_204021_s4_A11...PacBio
BCM_Fam_BH14589	BCM_m84113_250419_063200_s4_A11...PacBio
BCM_Fam_BH13237	BCM_m84113_250420_102535_s1_A11...PacBio
BCM_Fam_BH13253	BCM_m84113_250420_122507_s2_A11...PacBio
BCM_Fam_BH13253	BCM_m84113_250420_142423_s3_A11...PacBio
BCM_Fam_BH13253	BCM_m84113_250420_162339_s4_A11...PacBio
BCM_Fam_BH13700	BCM_m84113_250421_201725_s1_A11...PacBio
BCM_Fam_BH14463	BCM_m84113_250424_180003_s2_A11...PacBio
BCM_Fam_BH14463	BCM_m84113_250424_195916_s3_A11...PacBio
BCM_Fam_BH14463	BCM_m84113_250424_215848_s4_A11...PacBio
BCM_Fam_BH14468	BCM_m84113_250426_055056_s3_A11...PacBio
BCM_Fam_BH14468	BCM_m84113_250426_075043_s4_A11...PacBio
BCM_Fam_BH14578	BCM_m84113_250514_044634_s1_A11...PacBio
BCM_Fam_BH14578	BCM_m84113_250514_064549_s2_A11...PacBio
BCM_Fam_BCM17727	BCM_m84113_250514_084501_s3_A11...PacBio
BCM_Fam_BCM17808	BCM_m84113_250514_104411_s4_A11...PacBio
BCM_Fam_BH14578	BCM_m84113_250515_143815_s1_A11...PacBio
BCM_Fam_BCM17808	BCM_m84113_250515_163729_s2_A11...PacBio
BCM_Fam_BCM17840	BCM_m84113_250515_183641_s3_A11...PacBio
BCM_Fam_BH15293	BCM_m84113_250515_203553_s4_A11...PacBio
BCM_Fam_BH16888	BCM_r84059_20240326_132146_3_C01_A9...PacBio
BCM_Fam_BH16888	BCM_r84101_20240411_173349_3_C01_A9...PacBio
BCM_Fam_BCM17298	BCM_r84101_20241004_203352_1_C01_A9...PacBio
BCM_Fam_BH11517	BCM_r84113_20241011_192458_1_B01_A9...PacBio
Broad_RGP_1012	Broad_PacBio_RGP_1012_1_1
Broad_RGP_1012	Broad_PacBio_RGP_1012_2_1
Broad_RGP_1012	Broad_PacBio_RGP_1012_3_1
Broad_RGP_101	Broad_PacBio_RGP_101_1_1
Broad_RGP_101	Broad_PacBio_RGP_101_2_1
Broad_RGP_101	Broad_PacBio_RGP_101_3_1
Broad_RGP_1056	Broad_PacBio_RGP_1056_1_1
Broad_RGP_1056	Broad_PacBio_RGP_1056_2_1
Broad_RGP_1056	Broad_PacBio_RGP_1056_3_1
Broad_RGP_1059	Broad_PacBio_RGP_1059_1_1
Broad_RGP_1059	Broad_PacBio_RGP_1059_2_1
Broad_RGP_1059	Broad_PacBio_RGP_1059_3_1
Broad_RGP_1061	Broad_PacBio_RGP_1061_3_1
Broad_RGP_1109	Broad_PacBio_RGP_1109_3_1
Broad_RGP_1170	Broad_PacBio_RGP_1170_3_1
Broad_RGP_1253	Broad_PacBio_RGP_1253_3_1
Broad_RGP_1337	Broad_PacBio_RGP_1337_1_1
Broad_RGP_1337	Broad_PacBio_RGP_1337_2_1
Broad_RGP_1396	Broad_PacBio_RGP_1396_1_1
Broad_RGP_1396	Broad_PacBio_RGP_1396_2_1
Broad_RGP_1396	Broad_PacBio_RGP_1396_3_1
Broad_RGP_1446	Broad_PacBio_RGP_1446_1_1
Broad_RGP_1446	Broad_PacBio_RGP_1446_2_1
Broad_RGP_1446	Broad_PacBio_RGP_1446_3_1
Broad_RGP_1456	Broad_PacBio_RGP_1456_1_1
Broad_RGP_1456	Broad_PacBio_RGP_1456_2_1
Broad_RGP_1456	Broad_PacBio_RGP_1456_3_1
Broad_RGP_1547	Broad_PacBio_RGP_1547_3_1
Broad_RGP_1547	Broad_PacBio_RGP_1547_4_1
Broad_RGP_1547	Broad_PacBio_RGP_1547_6_1
Broad_RGP_1554	Broad_PacBio_RGP_1554_1_1
Broad_RGP_1554	Broad_PacBio_RGP_1554_2_1
Broad_RGP_1554	Broad_PacBio_RGP_1554_3_1
Broad_RGP_1556	Broad_PacBio_RGP_1556_3_1
Broad_RGP_1581	Broad_PacBio_RGP_1581_3_1
Broad_RGP_1598	Broad_PacBio_RGP_1598_3_1
Broad_RGP_1604	Broad_PacBio_RGP_1604_1_1
Broad_RGP_1604	Broad_PacBio_RGP_1604_2_1
Broad_RGP_1604	Broad_PacBio_RGP_1604_3_1
Broad_RGP_1606	Broad_PacBio_RGP_1606_1_1
Broad_RGP_1606	Broad_PacBio_RGP_1606_2_1
Broad_RGP_1606	Broad_PacBio_RGP_1606_3_1
Broad_RGP_1641	Broad_PacBio_RGP_1641_1_1
Broad_RGP_1641	Broad_PacBio_RGP_1641_2_1
Broad_RGP_1641	Broad_PacBio_RGP_1641_3_1
Broad_RGP_1670	Broad_PacBio_RGP_1670_1_1
Broad_RGP_1670	Broad_PacBio_RGP_1670_2_1
Broad_RGP_1670	Broad_PacBio_RGP_1670_3_1
Broad_RGP_1706	Broad_PacBio_RGP_1706_2_1
Broad_RGP_1706	Broad_PacBio_RGP_1706_3_1
Broad_RGP_1724	Broad_PacBio_RGP_1724_1_1
Broad_RGP_1724	Broad_PacBio_RGP_1724_2_1
Broad_RGP_1724	Broad_PacBio_RGP_1724_3_1
Broad_RGP_1750	Broad_PacBio_RGP_1750_2_1
Broad_RGP_1750	Broad_PacBio_RGP_1750_3_1
Broad_RGP_1772	Broad_PacBio_RGP_1772_1_1
Broad_RGP_1772	Broad_PacBio_RGP_1772_2_1
Broad_RGP_1772	Broad_PacBio_RGP_1772_3_1
Broad_RGP_1777	Broad_PacBio_RGP_1777_1_1
Broad_RGP_1777	Broad_PacBio_RGP_1777_2_1
Broad_RGP_1777	Broad_PacBio_RGP_1777_3_1
Broad_RGP_1780	Broad_PacBio_RGP_1780_1_1
Broad_RGP_1780	Broad_PacBio_RGP_1780_2_1
Broad_RGP_1780	Broad_PacBio_RGP_1780_3_1
Broad_RGP_1786	Broad_PacBio_RGP_1786_3_1
Broad_RGP_1793	Broad_PacBio_RGP_1793_1_1
Broad_RGP_1793	Broad_PacBio_RGP_1793_2_1
Broad_RGP_1830	Broad_PacBio_RGP_1830_2_1
Broad_RGP_1830	Broad_PacBio_RGP_1830_3_1
Broad_RGP_1831	Broad_PacBio_RGP_1831_1_1
Broad_RGP_1836	Broad_PacBio_RGP_1836_1_1
Broad_RGP_1836	Broad_PacBio_RGP_1836_2_1
Broad_RGP_1836	Broad_PacBio_RGP_1836_3_1
Broad_RGP_1847	Broad_PacBio_RGP_1847_1_1
Broad_RGP_1847	Broad_PacBio_RGP_1847_2_1
Broad_RGP_1862	Broad_PacBio_RGP_1862_3_1
Broad_RGP_1883	Broad_PacBio_RGP_1883_1_1
Broad_RGP_1883	Broad_PacBio_RGP_1883_2_1
Broad_RGP_1883	Broad_PacBio_RGP_1883_3_1
Broad_RGP_1890	Broad_PacBio_RGP_1890_3_1
Broad_RGP_2003	Broad_PacBio_RGP_2003_1_1
Broad_RGP_2003	Broad_PacBio_RGP_2003_2_1
Broad_RGP_2003	Broad_PacBio_RGP_2003_3_1
Broad_RGP_2007	Broad_PacBio_RGP_2007_1_1
Broad_RGP_2007	Broad_PacBio_RGP_2007_2_1
Broad_RGP_2007	Broad_PacBio_RGP_2007_3_1
Broad_RGP_2021	Broad_PacBio_RGP_2021_1_1
Broad_RGP_2021	Broad_PacBio_RGP_2021_2_1
Broad_RGP_2021	Broad_PacBio_RGP_2021_3_1
Broad_RGP_2025	Broad_PacBio_RGP_2025_2_1
Broad_RGP_2025	Broad_PacBio_RGP_2025_3_1
Broad_RGP_2080	Broad_PacBio_RGP_2080_3_1
Broad_RGP_2083	Broad_PacBio_RGP_2083_1_1
Broad_RGP_2083	Broad_PacBio_RGP_2083_2_1
Broad_RGP_2083	Broad_PacBio_RGP_2083_3_1
Broad_RGP_2120	Broad_PacBio_RGP_2120_1_1
Broad_RGP_2120	Broad_PacBio_RGP_2120_2_1
Broad_RGP_2120	Broad_PacBio_RGP_2120_3_1
Broad_RGP_2122	Broad_PacBio_RGP_2122_1_1
Broad_RGP_2122	Broad_PacBio_RGP_2122_2_1
Broad_RGP_2122	Broad_PacBio_RGP_2122_3_1
Broad_RGP_2131	Broad_PacBio_RGP_2131_1_1
Broad_RGP_2131	Broad_PacBio_RGP_2131_2_1
Broad_RGP_2131	Broad_PacBio_RGP_2131_3_1
Broad_RGP_2131	Broad_PacBio_RGP_2131_4_1
Broad_RGP_2150	Broad_PacBio_RGP_2150_1_1
Broad_RGP_2150	Broad_PacBio_RGP_2150_2_1
Broad_RGP_2150	Broad_PacBio_RGP_2150_3_1
Broad_RGP_2158	Broad_PacBio_RGP_2158_1_1
Broad_RGP_2158	Broad_PacBio_RGP_2158_2_1
Broad_RGP_2158	Broad_PacBio_RGP_2158_3_1
Broad_RGP_2159	Broad_PacBio_RGP_2159_1_1
Broad_RGP_2159	Broad_PacBio_RGP_2159_2_1
Broad_RGP_2159	Broad_PacBio_RGP_2159_3_1
Broad_RGP_2166	Broad_PacBio_RGP_2166_1_1
Broad_RGP_2166	Broad_PacBio_RGP_2166_3_1
Broad_RGP_2167	Broad_PacBio_RGP_2167_2_1
Broad_RGP_2167	Broad_PacBio_RGP_2167_3_1
Broad_RGP_2174	Broad_PacBio_RGP_2174_1_1
Broad_RGP_2174	Broad_PacBio_RGP_2174_2_1
Broad_RGP_2174	Broad_PacBio_RGP_2174_3_1
Broad_RGP_2176	Broad_PacBio_RGP_2176_1_1
Broad_RGP_2176	Broad_PacBio_RGP_2176_2_1
Broad_RGP_2176	Broad_PacBio_RGP_2176_3_1
Broad_RGP_2177	Broad_PacBio_RGP_2177_3_1
Broad_RGP_2188	Broad_PacBio_RGP_2188_1_1
Broad_RGP_2188	Broad_PacBio_RGP_2188_2_1
Broad_RGP_2188	Broad_PacBio_RGP_2188_3_1
Broad_RGP_2210	Broad_PacBio_RGP_2210_1_1
Broad_RGP_2210	Broad_PacBio_RGP_2210_2_1
Broad_RGP_2210	Broad_PacBio_RGP_2210_3_1
Broad_RGP_2211	Broad_PacBio_RGP_2211_2_1
Broad_RGP_2211	Broad_PacBio_RGP_2211_3_1
Broad_RGP_2218	Broad_PacBio_RGP_2218_1_1
Broad_RGP_2218	Broad_PacBio_RGP_2218_2_1
Broad_RGP_2218	Broad_PacBio_RGP_2218_3_1
Broad_RGP_2222	Broad_PacBio_RGP_2222_1_1
Broad_RGP_2222	Broad_PacBio_RGP_2222_2_1
Broad_RGP_2222	Broad_PacBio_RGP_2222_3_1
Broad_RGP_2222	Broad_PacBio_RGP_2222_4_1
Broad_RGP_2222	Broad_PacBio_RGP_2222_5_1
Broad_RGP_2248	Broad_PacBio_RGP_2248_1_1
Broad_RGP_2248	Broad_PacBio_RGP_2248_2_1
Broad_RGP_2248	Broad_PacBio_RGP_2248_3_1
Broad_RGP_2282	Broad_PacBio_RGP_2282_3_1
Broad_RGP_2283	Broad_PacBio_RGP_2283_3_1
Broad_RGP_230	Broad_PacBio_RGP_230_1_1
Broad_RGP_230	Broad_PacBio_RGP_230_2_1
Broad_RGP_230	Broad_PacBio_RGP_230_3_1
Broad_RGP_2353	Broad_PacBio_RGP_2353_3_1
Broad_RGP_2360	Broad_PacBio_RGP_2360_1_1
Broad_RGP_2360	Broad_PacBio_RGP_2360_2_1
Broad_RGP_2360	Broad_PacBio_RGP_2360_3_1
Broad_RGP_2488	Broad_PacBio_RGP_2488_1_1
Broad_RGP_2488	Broad_PacBio_RGP_2488_2_1
Broad_RGP_2488	Broad_PacBio_RGP_2488_3_1
Broad_RGP_2640	Broad_PacBio_RGP_2640_1_1
Broad_RGP_2640	Broad_PacBio_RGP_2640_2_1
Broad_RGP_2640	Broad_PacBio_RGP_2640_3_1
Broad_RGP_469	Broad_PacBio_RGP_469_1_1
Broad_RGP_469	Broad_PacBio_RGP_469_2_1
Broad_RGP_469	Broad_PacBio_RGP_469_3_1
Broad_RGP_519	Broad_PacBio_RGP_519_1_1
Broad_RGP_612	Broad_PacBio_RGP_612_3_1
Broad_RGP_612	Broad_PacBio_RGP_612_4_1
Broad_RGP_655	Broad_PacBio_RGP_655_1_1
Broad_RGP_655	Broad_PacBio_RGP_655_2_1
Broad_RGP_655	Broad_PacBio_RGP_655_3_1
Broad_RGP_657	Broad_PacBio_RGP_657_1_1
Broad_RGP_657	Broad_PacBio_RGP_657_2_1
Broad_RGP_657	Broad_PacBio_RGP_657_3_1
Broad_RGP_688	Broad_PacBio_RGP_688_1_1
Broad_RGP_688	Broad_PacBio_RGP_688_2_1
Broad_RGP_688	Broad_PacBio_RGP_688_3_1
Broad_RGP_732	Broad_PacBio_RGP_732_1_1
Broad_RGP_732	Broad_PacBio_RGP_732_2_1
Broad_RGP_732	Broad_PacBio_RGP_732_3_1
Broad_RGP_869	Broad_PacBio_RGP_869_3_1
Broad_RGP_924	Broad_PacBio_RGP_924_3_1
Broad_RGP_931	Broad_PacBio_RGP_931_3_1
Broad_RGP_955	Broad_PacBio_RGP_955_3_1
GSS1093	GSS110934-01-010-LG-2...PacBio
GSS1122	GSS111224-01-010-LG-2...PacBio
GSS1172	GSS111727-01-010-LG-2...PacBio
GSS1238	GSS112384-01-010-LG-2...PacBio
GSS1238	GSS112387-01-010-LG-2...PacBio
GSS1416	GSS114164-01-010-LG-2...PacBio
GSS1501	GSS115014-01-010-LG-2...PacBio
GSS1501	GSS115017-01-010-LG-2...PacBio
GSS1578	GSS115784-01-010-LG-2...PacBio
GSS1578	GSS115787-01-010-LG-2...PacBio
GSS1621	GSS116214-01-011-LG-2...PacBio
GSS1649	GSS116497-01-010-LG-2...PacBio
GSS1672	GSS116724-01-010-LG-2...PacBio
GSS1672	GSS116727-01-010-LG-2...PacBio
GSS1749	GSS117494-01-010-LG-2...PacBio
GSS1749	GSS117497-01-010-LG-2...PacBio
GSS1919	GSS119194-01-010-LG-2...PacBio
GSS1919	GSS119197-01-010-LG-2...PacBio
GSS2031	GSS120314-01-010-LG-2...PacBio
GSS2031	GSS120317-01-010-LG-2...PacBio
GSS2161	GSS121614-01-010-LG-2...PacBio
GSS2161	GSS121617-01-010-LG-2...PacBio
GSS2255	GSS122554-01-010-LG-2...PacBio
GSS2255	GSS122557-01-010-LG-2...PacBio
GSS2579	GSS125794-01-010-LG-2...PacBio
GSS2579	GSS125797-01-010-LG-2...PacBio
GSS2674	GSS126744-01-010-LG-2...PacBio
GSS2674	GSS126747-01-010-LG-2...PacBio
GSS2684	GSS126844-01-010-LG-2...PacBio
GSS2684	GSS126847-01-010-LG-2...PacBio
GSS2866	GSS128664-01-010-LG-2...PacBio
GSS2866	GSS128667-01-010-LG-2...PacBio
GSS2879	GSS128797-01-010-LG-2...PacBio
GSS2893	GSS128934-01-010-LG-2...PacBio
GSS3048	GSS130484-01-010-LG-2...PacBio
GSS3048	GSS130487-01-010-LG-2...PacBio
GSS3117	GSS131174-01-010-LG-2...PacBio
GSS3136	GSS131364-01-011-LG-2...PacBio
GSS3136	GSS131367-01-010-LG-2...PacBio
GSS3179	GSS131794-01-010-LG-2...PacBio
GSS3179	GSS131797-01-010-LG-2...PacBio
GSS3201	GSS132014-01-010-LG-2...PacBio
GSS3413	GSS134137-01-010-LG-2...PacBio
GSS3557	GSS135577-01-010-LG-2...PacBio
GSS3612	GSS136124-01-010-LG-2...PacBio
GSS3615	GSS136154-01-010-LG-2...PacBio
GSS3615	GSS136157-01-010-LG-2...PacBio
GSS3682	GSS136824-01-010-LG-2...PacBio
GSS3762	GSS137624-01-010-LG-2...PacBio
GSS3762	GSS137627-01-011-LG-2...PacBio
GSS3780	GSS137804-01-010-LG-2...PacBio
GSS3780	GSS137807-01-010-LG-2...PacBio
GSS4290	GSS142904-01-011-LG-2...PacBio
GSS4290	GSS142907-01-010-LG-2...PacBio
GSS4475	GSS144754-01-010-LG-2...PacBio
GSS4475	GSS144757-01-010-LG-2...PacBio
GSS4584	GSS145844-01-010-LG-2...PacBio
GSS4584	GSS145847-01-010-LG-2...PacBio
GSS4607	GSS146074-01-010-LG-2...PacBio
GSS4607	GSS146077-01-010-LG-2...PacBio
GSS4632	GSS146324-01-010-LG-2...PacBio
GSS4632	GSS146327-01-010-LG-2...PacBio
GSS4826	GSS148264-01-010-LG-2...PacBio
GSS4826	GSS148267-01-010-LG-2...PacBio
GSS4955	GSS149554-01-011-LG-2...PacBio
GSS4955	GSS149557-01-010-LG-2...PacBio
GSS5015	GSS150154-01-010-LG-2...PacBio
GSS5088	GSS150884-01-010-LG-2...PacBio
GSS5088	GSS150887-01-010-LG-2...PacBio
GSS5151	GSS151514-01-010-LG-2...PacBio
GSS5151	GSS151517-01-010-LG-2...PacBio
GSS5181	GSS151814-01-010-LG-2...PacBio
GSS5181	GSS151817-01-010-LG-2...PacBio
GSS5182	GSS151824-01-010-LG-2...PacBio
GSS5245	GSS152454-01-010-LG-2...PacBio
GSS5245	GSS152457-01-010-LG-2...PacBio
GSS5363	GSS153634-01-010-LG-2...PacBio
GSS5363	GSS153637-01-010-LG-2...PacBio
GSS5471	GSS154714-01-010-LG-2...PacBio
GSS5471	GSS154717-01-010-LG-2...PacBio
GSS5541	GSS155414-01-010-LG-2...PacBio
GSS5541	GSS155417-01-010-LG-2...PacBio
GSS5607	GSS156074-01-010-LG-2...PacBio
GSS5607	GSS156077-01-010-LG-2...PacBio
GSS5653	GSS156534-01-010-LG-2...PacBio
GSS5771	GSS157714-01-010-LG-2...PacBio
GSS5850	GSS158504-01-010-LG-2...PacBio
GSS5894	GSS158944-01-010-LG-2...PacBio
GSS5894	GSS158947-01-011-LG-2...PacBio
GSS5908	GSS159084-01-010-LG-2...PacBio
GSS6019	GSS160194-01-010-LG-2...PacBio
GSS6019	GSS160197-01-011-LG-2...PacBio
GSS6054	GSS160544-01-011-LG-2...PacBio
GSS6054	GSS160547-01-011-LG-2...PacBio
GSS6084	GSS160844-01-010-LG-2...PacBio
GSS6099	GSS160994-01-010-LG-2...PacBio
GSS6099	GSS160997-01-010-LG-2...PacBio
GSS6111	GSS161117-01-010-LG-2...PacBio
GSS6361	GSS163614-01-010-LG-2...PacBio
GSS6361	GSS163617-01-010-LG-2...PacBio
GSS6552	GSS165524-01-010-LG-2...PacBio
GSS6552	GSS165527-01-010-LG-2...PacBio
GSS6555	GSS165554-01-010-LG-2...PacBio
GSS6555	GSS165557-01-010-LG-2...PacBio
GSS6575	GSS165754-01-010-LG-2...PacBio
GSS6575	GSS165757-01-011-LG-2...PacBio
GSS6643	GSS166434-01-010-LG-2...PacBio
GSS6701	GSS167014-01-010-LG-2...PacBio
GSS6701	GSS167017-01-010-LG-2...PacBio
GSS6905	GSS169054-01-010-LG-2...PacBio
GSS6905	GSS169057-01-010-LG-2...PacBio
GSS7470	GSS174704-01-010-LG-2...PacBio
GSS7508	GSS175084-01-010-LG-2...PacBio
GSS7508	GSS175087-01-010-LG-2...PacBio
GSS7529	GSS175294-01-010-LG-2...PacBio
GSS7529	GSS175297-01-010-LG-2...PacBio
GSS7591	GSS175914-01-010-LG-2...PacBio
GSS7591	GSS175917-01-010-LG-2...PacBio
GSS7661	GSS176614-01-010-LG-2...PacBio
GSS7661	GSS176617-01-010-LG-2...PacBio
GSS7788	GSS177884-01-010-LG-2...PacBio
GSS7788	GSS177887-01-010-LG-2...PacBio
GSS7789	GSS177894-01-010-LG-2...PacBio
GSS7789	GSS177897-01-010-LG-2...PacBio
GSS7818	GSS178184-01-010-LG-2...PacBio
GSS7818	GSS178187-01-010-LG-2...PacBio
GSS8032	GSS180324-01-010-LG-2...PacBio
GSS8032	GSS180327-01-010-LG-2...PacBio
GSS8090	GSS180904-01-010-LG-2...PacBio
GSS8090	GSS180907-01-010-LG-2...PacBio
GSS8092	GSS180924-01-010-LG-2...PacBio
GSS8128	GSS181284-01-010-LG-2...PacBio
GSS8128	GSS181287-01-010-LG-2...PacBio
GSS8449	GSS184494-01-011-LG-2...PacBio
GSS8550	GSS185504-01-010-LG-2...PacBio
GSS8550	GSS185507-01-011-LG-2...PacBio
GSS8868	GSS188684-01-010-LG-2...PacBio
GSS8945	GSS189454-01-010-LG-2...PacBio
GSS8945	GSS189457-01-010-LG-2...PacBio
GSS9065	GSS190654-01-010-LG-2...PacBio
GSS9065	GSS190657-01-010-LG-2...PacBio
GSS9123	GSS191234-01-010-LG-2...PacBio
GSS9123	GSS191237-01-010-LG-2...PacBio
